semestre,cursos_matriculados,horas_trabajo_semanal,modalidad_trabajo,turno_clases,asistencia_pct,horas_estudio_semanal,promedio_ponderado,cursos_jalados_acumulados,entrega_trabajos_pct,participacion_clase,distancia_campus_km,internet_estable,apoyo_familiar,uso_tutoria,deuda_pension,promedio_t1,promedio_t2,cursos_en_riesgo_notas,pct_creditos_riesgo,situacion_academica
5,3,10,presencial,sabado_domingo,71.0,8.9,5.0,1,80.8,3,24.6,1,5,0,0,3.49,5.11,2,0.67,RIESGO_ALTO
9,2,8,presencial,noche,62.6,12.6,5.0,3,65.0,2,8.4,1,5,0,1,7.24,3.09,1,0.5,RIESGO_ALTO
9,4,8,mixto,sabado_domingo,89.1,8.4,5.0,5,98.9,3,20.1,0,1,0,1,8.44,5.68,1,0.25,RIESGO_ALTO
8,2,9,presencial,sabado_domingo,77.2,4.9,5.0,0,83.5,5,6.6,1,1,0,1,4.88,3.41,1,0.5,RIESGO_ALTO
7,3,10,mixto,noche,70.0,7.0,5.0,1,77.8,3,9.1,1,2,0,1,2.57,6.71,2,0.67,RIESGO_ALTO
4,4,8,presencial,noche,71.4,11.1,5.0,2,70.8,4,27.9,1,3,1,1,4.84,5.96,2,0.5,RIESGO_ALTO
4,4,10,sin_trabajo,sabado_domingo,66.9,10.2,5.0,1,76.0,4,3.4,1,3,1,0,8.27,3.74,1,0.25,EN_RIESGO
2,5,12,presencial,sabado_domingo,65.2,6.2,5.0,0,76.8,3,6.4,1,3,0,0,4.68,2.94,3,0.6,DESERCION_PROBABLE
9,4,8,remoto,noche,74.5,7.6,5.0,6,73.4,3,2.2,0,5,0,0,3.47,1.53,3,0.75,DESERCION_PROBABLE
2,2,8,sin_trabajo,noche,72.3,7.3,5.0,1,79.2,3,54.0,1,1,0,3,5.41,2.2,1,0.5,RIESGO_ALTO
2,2,9,presencial,sabado_domingo,73.0,12.7,5.0,1,75.3,2,27.0,1,5,0,0,7.2,2.07,1,0.5,RIESGO_ALTO
8,5,9,presencial,sabado_domingo,70.1,11.4,5.0,3,83.6,2,16.7,0,5,1,1,3.61,5.67,3,0.6,RIESGO_ALTO
4,2,12,mixto,noche,61.5,3.6,5.0,0,80.7,1,25.6,1,1,0,0,3.77,4.32,1,0.5,DESERCION_PROBABLE
7,4,4,remoto,sabado_domingo,81.0,8.4,5.0,5,77.3,3,52.9,1,2,1,1,4.58,6.45,2,0.5,RIESGO_ALTO
1,5,10,presencial,noche,32.8,5.9,5.0,0,47.5,1,14.3,1,4,0,0,3.42,4.55,3,0.6,DESERCION_PROBABLE
2,4,8,presencial,noche,60.2,8.1,5.0,1,56.3,2,1.0,0,4,0,3,6.78,1.52,2,0.5,DESERCION_PROBABLE
2,3,0,presencial,sabado_domingo,93.4,16.9,5.0,0,94.5,3,1.0,0,1,1,1,4.87,7.26,2,0.67,EN_RIESGO
5,4,8,presencial,noche,73.9,9.3,5.0,2,78.2,3,2.8,1,5,1,0,5.18,8.76,2,0.5,EN_RIESGO
7,3,8,presencial,noche,77.4,7.1,5.0,2,92.4,3,3.8,1,1,0,0,6.85,5.05,1,0.33,RIESGO_ALTO
7,2,4,presencial,sabado_domingo,86.5,9.7,5.0,1,91.9,4,19.5,1,4,0,2,9.33,2.05,0,0.0,EN_RIESGO
1,5,12,presencial,sabado_domingo,57.5,4.2,5.0,0,55.7,2,5.5,1,4,0,1,6.58,0.78,2,0.4,DESERCION_PROBABLE
1,2,10,mixto,noche,52.5,4.2,5.0,0,66.8,3,20.9,1,1,1,2,5.03,4.0,1,0.5,DESERCION_PROBABLE
3,5,9,presencial,sabado_domingo,47.6,7.9,5.0,1,53.5,2,1.8,1,3,0,1,7.67,6.88,2,0.4,RIESGO_ALTO
9,5,9,remoto,noche,77.2,8.0,5.0,3,84.4,2,12.5,1,2,1,0,3.57,6.8,3,0.6,RIESGO_ALTO
5,2,8,sin_trabajo,noche,83.0,8.5,5.0,1,84.2,4,0.1,1,4,0,1,7.37,1.91,1,0.5,EN_RIESGO
9,5,8,presencial,noche,71.1,9.5,5.0,6,89.3,4,3.7,0,3,0,1,6.72,6.55,2,0.4,RIESGO_ALTO
9,4,0,mixto,noche,90.6,11.1,5.92,4,99.1,3,6.0,0,5,0,0,6.08,5.18,2,0.5,EN_RIESGO
6,5,10,presencial,noche,63.3,8.3,5.0,4,61.2,2,37.9,1,1,0,0,2.74,7.44,4,0.8,DESERCION_PROBABLE
4,5,8,mixto,noche,72.7,9.7,5.0,2,88.8,1,70.2,1,3,1,0,3.81,6.85,3,0.6,RIESGO_ALTO
5,5,4,remoto,sabado_domingo,73.8,9.6,5.0,2,68.0,3,25.5,1,5,0,1,4.33,8.66,3,0.6,RIESGO_ALTO
4,2,4,mixto,sabado_domingo,100.0,6.0,5.51,3,98.4,5,7.5,1,4,0,3,10.15,3.55,0,0.0,EN_RIESGO
3,5,10,sin_trabajo,noche,50.0,6.2,5.0,0,64.8,2,10.7,1,4,1,0,3.06,6.26,4,0.8,DESERCION_PROBABLE
1,5,8,remoto,noche,68.5,12.9,5.0,0,83.0,3,10.1,1,3,1,0,5.53,5.96,2,0.4,EN_RIESGO
5,5,10,mixto,noche,80.4,8.1,5.0,2,88.0,4,13.5,1,4,1,2,6.9,4.19,2,0.4,RIESGO_ALTO
1,3,8,mixto,sabado_domingo,62.4,7.1,5.0,1,64.4,2,4.0,1,5,1,1,2.86,6.93,2,0.67,RIESGO_ALTO
2,4,8,mixto,noche,75.3,6.9,5.0,1,86.8,2,3.5,1,5,0,0,5.12,6.75,2,0.5,RIESGO_ALTO
2,5,8,presencial,sabado_domingo,71.9,14.0,5.0,1,79.4,2,3.6,1,2,1,1,3.0,7.09,4,0.8,RIESGO_ALTO
4,4,9,mixto,sabado_domingo,87.6,8.4,5.0,2,92.3,4,4.2,1,3,0,1,7.56,6.33,1,0.25,EN_RIESGO
5,4,10,sin_trabajo,sabado_domingo,46.1,11.2,5.0,3,31.8,3,2.0,1,1,1,1,4.83,5.53,2,0.5,DESERCION_PROBABLE
1,5,12,mixto,noche,53.0,7.8,5.0,1,55.8,3,51.2,1,3,0,1,6.04,0.68,2,0.4,DESERCION_PROBABLE
3,4,9,mixto,sabado_domingo,66.1,9.1,5.0,1,64.4,2,20.4,1,1,0,0,0.92,5.89,4,1.0,DESERCION_PROBABLE
9,5,10,presencial,noche,57.6,6.4,5.0,3,74.3,2,20.7,1,3,0,0,4.41,4.74,3,0.6,DESERCION_PROBABLE
4,4,9,presencial,sabado_domingo,69.8,5.8,5.0,2,70.1,3,22.5,1,2,0,0,2.86,4.12,3,0.75,DESERCION_PROBABLE
1,5,10,presencial,sabado_domingo,61.9,9.5,5.0,0,57.9,3,44.8,1,5,1,3,3.2,5.62,4,0.8,DESERCION_PROBABLE
4,2,10,mixto,noche,76.8,7.4,5.0,3,74.2,3,0.4,1,3,1,0,8.96,2.22,0,0.0,EN_RIESGO
4,2,10,remoto,sabado_domingo,85.9,10.2,5.0,2,96.8,4,63.8,1,3,1,0,3.86,4.67,1,0.5,EN_RIESGO
4,2,8,presencial,noche,70.8,7.4,5.0,1,62.1,3,34.3,1,5,0,0,5.07,3.5,1,0.5,RIESGO_ALTO
3,3,8,presencial,sabado_domingo,61.0,12.9,5.0,2,72.3,3,1.0,0,5,0,0,3.53,6.81,2,0.67,RIESGO_ALTO
8,4,0,mixto,noche,83.4,16.7,5.0,2,88.7,3,7.7,1,2,0,1,6.44,3.7,2,0.5,EN_RIESGO
8,4,4,presencial,noche,76.5,12.4,5.0,0,89.2,3,18.9,1,2,0,0,4.05,3.66,3,0.75,RIESGO_ALTO
7,3,10,remoto,noche,57.9,2.7,5.0,3,70.9,3,10.1,1,2,1,0,7.57,4.51,1,0.33,RIESGO_ALTO
6,3,10,mixto,noche,56.6,3.1,5.0,2,63.2,3,9.2,1,4,0,0,5.0,5.79,2,0.67,DESERCION_PROBABLE
7,3,10,sin_trabajo,sabado_domingo,40.9,8.7,5.0,0,39.9,3,34.5,1,2,1,1,4.77,3.0,2,0.67,DESERCION_PROBABLE
3,3,0,mixto,noche,87.4,10.5,5.0,0,88.6,4,11.0,0,1,0,1,10.21,5.77,0,0.0,APROBADO_REGULAR
5,4,4,mixto,noche,91.9,10.5,5.0,1,100.0,2,10.4,1,4,1,0,5.64,6.69,2,0.5,EN_RIESGO
6,3,10,sin_trabajo,sabado_domingo,57.9,8.4,5.0,3,55.9,2,7.4,0,2,0,2,4.69,6.54,2,0.67,DESERCION_PROBABLE
4,2,10,presencial,noche,66.1,7.0,5.0,2,72.1,3,30.0,0,4,1,2,6.64,6.89,1,0.5,RIESGO_ALTO
5,4,8,sin_trabajo,noche,66.5,16.5,5.0,3,71.5,2,10.9,0,1,0,3,4.3,4.57,2,0.5,DESERCION_PROBABLE
4,4,8,sin_trabajo,sabado_domingo,78.6,10.9,5.0,3,79.4,2,10.7,1,5,1,0,3.24,6.86,3,0.75,RIESGO_ALTO
2,3,10,presencial,noche,61.2,6.4,5.0,0,66.7,3,0.5,0,4,0,0,9.3,3.08,0,0.0,EN_RIESGO
8,3,8,presencial,sabado_domingo,69.3,7.9,5.0,3,83.7,3,21.8,1,2,0,1,8.72,5.53,1,0.33,RIESGO_ALTO
7,5,10,presencial,noche,58.7,8.3,5.0,2,56.3,2,22.1,1,4,0,1,1.58,3.16,4,0.8,DESERCION_PROBABLE
7,5,0,mixto,noche,68.6,14.0,5.78,2,56.3,2,4.8,1,5,0,1,7.18,6.09,2,0.4,EN_RIESGO
10,4,8,remoto,noche,84.6,6.4,5.0,6,77.5,4,7.3,1,2,1,1,6.31,6.45,2,0.5,RIESGO_ALTO
5,5,9,mixto,noche,71.9,14.1,5.0,1,68.5,2,3.3,1,3,0,0,2.26,5.93,4,0.8,DESERCION_PROBABLE
3,5,8,presencial,sabado_domingo,80.5,7.5,5.0,0,92.6,3,18.9,1,5,0,2,3.15,7.54,4,0.8,RIESGO_ALTO
2,3,8,remoto,noche,74.0,13.5,5.0,1,57.6,4,12.4,1,2,1,0,3.05,4.32,2,0.67,RIESGO_ALTO
4,3,12,mixto,noche,83.5,8.0,5.0,0,100.0,4,1.9,0,5,0,1,5.81,2.51,1,0.33,EN_RIESGO
2,2,10,mixto,noche,41.8,6.5,5.0,0,35.6,2,3.3,1,4,0,2,3.9,2.94,1,0.5,DESERCION_PROBABLE
7,5,9,mixto,noche,100.0,2.8,5.0,0,100.0,4,24.2,1,1,0,1,6.01,4.34,2,0.4,RIESGO_ALTO
9,4,0,presencial,noche,88.9,13.2,5.0,5,100.0,4,21.9,0,3,1,2,4.43,7.37,2,0.5,EN_RIESGO
5,4,8,presencial,sabado_domingo,50.9,6.7,5.0,1,48.5,2,24.6,1,3,1,0,1.34,2.86,4,1.0,DESERCION_PROBABLE
5,4,8,mixto,sabado_domingo,66.7,9.9,5.0,3,57.7,2,4.9,1,1,0,0,4.93,4.43,2,0.5,DESERCION_PROBABLE
10,2,10,mixto,noche,54.1,8.2,5.0,1,56.7,3,1.3,1,1,0,2,3.08,3.53,1,0.5,DESERCION_PROBABLE
4,5,8,remoto,sabado_domingo,71.9,10.1,5.0,3,98.3,2,28.1,1,5,0,1,2.69,4.37,4,0.8,DESERCION_PROBABLE
2,4,9,presencial,noche,77.2,4.5,5.0,0,80.9,3,13.1,1,1,1,0,4.32,3.55,2,0.5,RIESGO_ALTO
4,5,0,presencial,sabado_domingo,92.5,9.1,5.0,1,100.0,3,24.1,1,4,1,0,2.92,7.34,4,0.8,EN_RIESGO
7,5,8,remoto,noche,67.4,10.1,5.0,4,72.4,3,12.7,1,4,0,0,8.58,5.15,1,0.2,RIESGO_ALTO
4,5,10,mixto,sabado_domingo,75.9,3.0,5.0,3,87.3,3,31.4,1,5,1,0,3.96,6.55,3,0.6,RIESGO_ALTO
8,4,8,presencial,noche,59.6,10.0,5.0,5,69.3,1,10.5,1,2,0,0,4.58,5.08,2,0.5,DESERCION_PROBABLE
2,4,8,mixto,noche,81.4,13.7,5.0,1,85.5,3,0.4,1,4,0,0,6.98,8.08,1,0.25,EN_RIESGO
9,3,9,presencial,noche,79.4,9.6,5.0,4,84.0,2,11.8,1,1,0,3,4.03,4.24,2,0.67,DESERCION_PROBABLE
4,3,4,sin_trabajo,noche,90.6,11.7,5.0,1,100.0,3,7.7,1,5,1,3,3.01,5.93,2,0.67,EN_RIESGO
6,3,8,remoto,noche,74.1,9.6,5.0,6,86.1,3,0.1,1,5,1,1,5.93,6.41,1,0.33,RIESGO_ALTO
8,5,8,presencial,noche,59.7,10.3,5.23,4,66.9,2,1.1,1,3,0,2,4.67,3.49,3,0.6,DESERCION_PROBABLE
10,4,4,presencial,noche,78.1,7.1,5.0,5,82.5,3,16.2,1,3,1,2,3.86,3.89,3,0.75,DESERCION_PROBABLE
2,5,10,presencial,noche,44.8,6.8,5.0,1,59.3,2,22.4,1,3,0,1,6.49,3.14,2,0.4,DESERCION_PROBABLE
9,3,8,remoto,sabado_domingo,68.1,11.5,5.0,3,76.6,2,12.4,1,3,0,0,4.45,8.31,2,0.67,RIESGO_ALTO
7,4,9,presencial,noche,65.9,8.8,5.0,3,77.6,2,17.5,1,3,0,3,4.77,5.52,2,0.5,DESERCION_PROBABLE
2,2,8,mixto,sabado_domingo,70.2,11.6,5.0,1,95.1,2,9.0,1,5,1,2,5.61,3.24,1,0.5,EN_RIESGO
5,4,12,mixto,sabado_domingo,57.2,2.7,5.0,1,53.5,1,1.6,1,2,0,3,2.8,5.52,3,0.75,DESERCION_PROBABLE
3,4,8,presencial,sabado_domingo,55.8,7.0,5.0,1,69.0,2,13.4,1,1,0,0,4.94,5.78,2,0.5,DESERCION_PROBABLE
6,3,9,presencial,sabado_domingo,81.8,8.3,5.0,1,94.1,4,9.9,0,2,0,0,5.21,5.06,2,0.67,RIESGO_ALTO
6,2,12,presencial,noche,61.2,6.7,5.0,1,74.8,2,11.6,1,4,0,0,2.52,5.2,2,1.0,DESERCION_PROBABLE
2,4,8,remoto,sabado_domingo,62.5,10.0,5.0,1,67.5,4,9.4,1,5,0,0,5.38,4.86,2,0.5,RIESGO_ALTO
8,5,8,presencial,noche,71.8,15.5,5.0,3,92.2,1,18.6,1,1,0,0,5.57,6.96,2,0.4,RIESGO_ALTO
10,4,9,presencial,noche,70.6,9.7,5.0,2,77.8,3,3.6,1,4,0,0,7.57,2.68,1,0.25,RIESGO_ALTO
2,3,8,remoto,noche,51.7,9.0,5.0,1,60.8,1,17.4,1,2,1,0,2.06,6.27,2,0.67,DESERCION_PROBABLE
1,3,8,presencial,noche,60.0,11.5,5.0,0,55.3,3,13.6,0,3,1,2,3.88,3.76,2,0.67,RIESGO_ALTO
1,2,4,mixto,noche,67.4,13.3,5.0,0,69.9,4,11.7,1,3,0,1,6.17,7.71,1,0.5,EN_RIESGO
9,5,0,mixto,sabado_domingo,67.9,4.6,5.0,4,76.7,3,26.3,1,1,1,0,3.48,1.84,3,0.6,DESERCION_PROBABLE
3,4,9,presencial,noche,67.5,2.2,5.0,0,71.3,3,21.4,1,2,0,1,5.93,6.72,2,0.5,RIESGO_ALTO
8,3,0,mixto,noche,75.4,11.1,5.0,3,82.2,3,18.2,1,1,0,0,4.04,5.47,2,0.67,RIESGO_ALTO
1,3,8,remoto,sabado_domingo,70.5,14.8,5.0,0,74.6,3,26.2,1,2,1,0,5.37,3.76,2,0.67,RIESGO_ALTO
7,2,4,presencial,sabado_domingo,84.9,14.0,5.0,4,84.4,2,18.4,1,3,0,0,4.53,4.2,1,0.5,RIESGO_ALTO
1,5,4,presencial,sabado_domingo,82.2,8.9,5.0,0,100.0,3,32.5,1,5,1,1,1.66,6.59,4,0.8,RIESGO_ALTO
6,4,10,remoto,noche,46.9,6.0,5.0,2,50.3,2,7.1,1,5,0,1,6.25,5.06,2,0.5,DESERCION_PROBABLE
10,2,9,presencial,noche,77.2,9.5,5.0,4,83.9,1,4.8,1,5,1,0,4.25,5.61,1,0.5,RIESGO_ALTO
3,2,8,remoto,noche,84.5,8.8,5.0,0,83.1,4,16.6,1,4,1,1,6.98,6.18,1,0.5,EN_RIESGO
7,4,8,presencial,noche,64.6,9.3,5.0,1,80.4,3,21.2,1,1,0,1,7.85,2.74,1,0.25,RIESGO_ALTO
6,5,10,presencial,noche,40.7,3.7,5.0,2,61.8,2,7.3,1,4,0,0,5.25,9.19,3,0.6,DESERCION_PROBABLE
9,2,8,presencial,noche,76.2,7.7,5.0,4,81.3,4,28.4,0,1,0,1,3.12,5.81,1,0.5,RIESGO_ALTO
10,5,8,presencial,sabado_domingo,89.9,7.6,5.0,6,98.6,5,22.2,1,2,1,1,3.13,5.34,4,0.8,DESERCION_PROBABLE
2,4,9,presencial,noche,84.5,5.3,5.0,0,84.5,2,9.6,1,2,0,1,7.18,8.76,1,0.25,EN_RIESGO
4,5,10,mixto,noche,59.9,13.3,5.0,2,56.9,2,14.8,1,2,1,0,3.63,4.28,3,0.6,DESERCION_PROBABLE
4,3,10,remoto,noche,33.9,10.7,5.0,1,39.4,2,14.0,1,5,0,1,6.05,4.14,1,0.33,DESERCION_PROBABLE
1,3,8,presencial,noche,77.5,9.3,5.0,1,90.1,3,28.0,1,2,1,3,2.29,6.5,2,0.67,RIESGO_ALTO
6,4,8,presencial,noche,55.1,11.1,5.0,4,49.1,1,9.1,1,2,0,1,3.39,4.17,3,0.75,DESERCION_PROBABLE
2,3,12,remoto,noche,82.8,11.7,5.0,0,100.0,1,8.1,1,4,1,0,3.83,3.7,2,0.67,RIESGO_ALTO
5,2,10,remoto,sabado_domingo,62.0,6.3,5.0,1,68.1,4,45.9,1,3,0,2,4.65,6.17,1,0.5,RIESGO_ALTO
3,4,10,remoto,sabado_domingo,92.6,8.3,5.0,1,84.9,2,22.6,1,3,1,0,5.66,6.96,2,0.5,EN_RIESGO
4,5,10,mixto,noche,38.2,6.8,5.0,4,47.3,1,5.0,1,2,1,1,6.26,4.63,2,0.4,DESERCION_PROBABLE
6,3,8,remoto,noche,80.0,6.4,5.0,1,89.2,3,3.8,1,4,0,0,5.58,10.5,1,0.33,EN_RIESGO
6,3,10,mixto,noche,71.8,8.1,5.0,2,79.6,4,80.0,1,2,0,0,7.42,7.26,1,0.33,RIESGO_ALTO
5,2,8,sin_trabajo,noche,91.5,13.0,5.0,3,97.8,4,17.2,1,3,0,1,5.97,3.4,1,0.5,EN_RIESGO
5,5,9,presencial,sabado_domingo,75.0,11.1,5.0,2,80.3,3,7.3,1,3,0,3,0.84,3.54,5,1.0,DESERCION_PROBABLE
9,4,12,mixto,sabado_domingo,65.9,1.0,5.0,5,67.0,3,13.6,1,5,0,0,4.3,9.09,2,0.5,DESERCION_PROBABLE
3,2,0,mixto,noche,82.6,12.5,5.0,0,80.5,2,44.0,1,3,1,2,4.47,2.19,1,0.5,EN_RIESGO
5,2,8,mixto,noche,78.3,9.9,5.0,2,85.2,3,6.1,1,3,0,0,9.41,1.89,0,0.0,EN_RIESGO
1,3,9,presencial,noche,51.4,7.9,5.0,0,60.3,3,28.2,1,3,0,0,2.87,6.34,2,0.67,DESERCION_PROBABLE
4,5,0,remoto,noche,77.8,13.8,5.0,2,87.5,3,12.3,1,1,1,0,6.45,8.02,2,0.4,EN_RIESGO
3,5,9,remoto,sabado_domingo,79.4,6.8,5.0,2,84.9,2,10.9,1,5,1,1,6.57,5.53,2,0.4,RIESGO_ALTO
9,4,8,presencial,sabado_domingo,63.6,6.9,5.65,3,69.1,1,3.4,1,2,1,0,7.3,5.68,1,0.25,RIESGO_ALTO
3,5,10,sin_trabajo,sabado_domingo,80.0,11.4,5.0,0,93.8,4,2.1,1,5,1,1,0.0,8.21,5,1.0,RIESGO_ALTO
6,3,0,remoto,sabado_domingo,90.9,15.3,5.0,2,100.0,3,23.2,1,4,1,2,2.75,2.46,2,0.67,EN_RIESGO
5,5,10,presencial,noche,69.6,10.0,5.0,2,73.0,2,15.7,1,5,0,3,3.56,7.29,3,0.6,DESERCION_PROBABLE
9,3,8,presencial,noche,91.6,9.4,5.0,2,98.3,3,16.5,1,1,0,3,3.07,2.29,2,0.67,RIESGO_ALTO
2,5,10,presencial,noche,56.3,5.4,5.0,1,43.5,2,0.0,1,2,1,2,5.95,6.84,2,0.4,DESERCION_PROBABLE
2,4,8,sin_trabajo,noche,85.7,7.0,5.0,1,100.0,3,2.4,1,2,0,0,6.4,1.72,2,0.5,RIESGO_ALTO
1,5,4,remoto,noche,83.4,9.8,5.0,1,75.3,5,58.6,1,5,1,0,0.43,3.78,5,1.0,RIESGO_ALTO
1,2,10,sin_trabajo,sabado_domingo,67.0,13.1,5.0,0,83.3,3,17.3,0,1,0,2,4.11,6.7,1,0.5,RIESGO_ALTO
2,2,12,presencial,noche,83.5,4.3,5.0,0,78.2,4,1.9,1,5,0,1,8.32,3.26,0,0.0,EN_RIESGO
1,2,10,mixto,noche,50.1,9.7,5.0,1,54.4,2,6.5,0,5,1,1,7.91,4.07,1,0.5,RIESGO_ALTO
6,4,4,presencial,noche,83.7,16.8,5.0,3,95.6,3,53.8,1,1,0,2,6.65,4.78,2,0.5,RIESGO_ALTO
10,5,9,presencial,noche,84.4,8.1,5.0,4,81.3,3,2.0,1,2,0,0,9.1,4.29,1,0.2,RIESGO_ALTO
5,2,12,sin_trabajo,noche,65.8,9.9,5.0,3,77.2,2,0.8,1,5,1,1,5.51,4.31,1,0.5,RIESGO_ALTO
6,5,8,presencial,noche,81.3,8.4,5.0,2,73.5,3,10.9,1,5,0,3,4.81,5.01,3,0.6,RIESGO_ALTO
4,2,9,presencial,noche,82.8,4.3,5.0,2,74.3,1,41.6,1,4,1,0,5.81,2.98,1,0.5,RIESGO_ALTO
6,2,0,mixto,noche,70.2,16.9,5.0,4,78.2,3,0.3,1,5,0,3,5.54,2.64,1,0.5,RIESGO_ALTO
4,5,12,presencial,sabado_domingo,33.1,10.6,5.0,2,30.6,1,2.3,1,2,1,0,5.71,8.57,2,0.4,DESERCION_PROBABLE
10,5,12,remoto,noche,54.1,9.2,5.0,2,56.6,3,0.8,1,4,0,1,4.78,9.04,3,0.6,DESERCION_PROBABLE
8,3,4,remoto,noche,87.2,17.5,5.0,4,64.3,3,6.5,0,1,1,2,2.5,5.84,2,0.67,RIESGO_ALTO
8,5,8,presencial,sabado_domingo,62.4,4.8,5.0,5,69.2,4,5.4,1,2,1,0,1.77,7.21,4,0.8,DESERCION_PROBABLE
10,2,8,presencial,sabado_domingo,57.4,5.3,5.0,1,63.8,4,3.8,1,4,1,2,1.99,4.59,2,1.0,DESERCION_PROBABLE
8,2,9,presencial,noche,80.6,9.7,5.0,2,86.8,5,12.4,1,4,0,0,4.62,5.83,1,0.5,EN_RIESGO
9,5,12,mixto,noche,54.3,2.4,5.0,1,60.0,2,25.6,1,5,0,2,4.6,8.57,3,0.6,DESERCION_PROBABLE
9,3,10,mixto,sabado_domingo,66.0,3.6,5.0,4,71.2,2,0.5,1,1,1,0,2.04,5.62,2,0.67,DESERCION_PROBABLE
4,5,12,presencial,sabado_domingo,48.2,1.0,5.0,3,63.6,1,27.1,1,3,0,3,5.06,5.15,3,0.6,DESERCION_PROBABLE
3,3,12,remoto,noche,68.1,1.0,5.0,1,72.8,4,25.2,1,4,1,1,4.7,5.73,2,0.67,RIESGO_ALTO
5,5,8,mixto,noche,81.6,9.2,5.0,2,89.4,2,5.2,1,4,0,1,4.57,3.71,3,0.6,RIESGO_ALTO
9,4,4,remoto,noche,98.6,12.2,5.0,1,100.0,4,18.0,1,1,0,2,4.43,3.13,2,0.5,RIESGO_ALTO
5,5,8,mixto,noche,67.8,12.2,5.0,1,81.3,3,35.4,0,2,0,3,1.73,3.76,4,0.8,DESERCION_PROBABLE
8,3,9,presencial,sabado_domingo,60.7,9.2,5.0,6,59.3,2,27.1,0,1,1,0,3.37,3.78,2,0.67,DESERCION_PROBABLE
7,2,9,remoto,noche,62.7,11.0,5.0,5,62.9,4,21.0,1,1,0,3,7.76,2.15,1,0.5,DESERCION_PROBABLE
8,5,9,remoto,noche,100.0,8.8,5.0,4,100.0,2,7.2,1,1,0,0,6.9,1.86,2,0.4,RIESGO_ALTO
8,5,4,remoto,sabado_domingo,89.5,7.9,5.0,5,92.7,3,1.1,1,1,1,2,6.1,2.92,2,0.4,RIESGO_ALTO
3,5,8,presencial,noche,79.0,11.4,5.0,1,63.4,3,34.2,1,2,0,0,5.55,9.17,2,0.4,RIESGO_ALTO
5,4,8,presencial,noche,64.6,9.8,5.0,1,70.3,2,24.0,1,3,0,1,1.83,3.41,3,0.75,DESERCION_PROBABLE
6,4,8,presencial,noche,65.4,6.6,5.0,2,67.1,4,1.8,1,2,1,1,8.79,7.74,1,0.25,RIESGO_ALTO
8,2,9,presencial,sabado_domingo,83.2,5.5,5.0,4,100.0,4,80.0,1,1,0,0,6.11,5.66,1,0.5,RIESGO_ALTO
4,3,8,remoto,sabado_domingo,60.3,10.5,5.0,2,65.0,2,67.7,1,4,1,3,7.12,7.05,1,0.33,RIESGO_ALTO
3,2,9,mixto,noche,76.6,7.9,5.0,3,86.7,5,38.2,1,1,1,2,7.93,5.12,1,0.5,RIESGO_ALTO
3,3,10,presencial,noche,55.3,8.8,5.0,2,46.3,4,18.4,0,4,1,0,9.56,2.18,0,0.0,RIESGO_ALTO
10,5,8,presencial,noche,81.9,14.2,5.0,4,87.4,3,9.4,1,5,0,0,5.15,4.27,3,0.6,RIESGO_ALTO
3,4,0,remoto,noche,93.2,16.0,5.0,2,94.0,4,0.1,0,5,0,0,6.55,6.34,2,0.5,EN_RIESGO
2,5,4,mixto,noche,96.5,15.5,5.0,1,100.0,4,11.9,0,3,0,1,7.11,9.42,2,0.4,APROBADO_REGULAR
2,4,8,mixto,noche,85.6,13.1,5.0,1,80.5,2,2.7,1,1,0,2,3.23,1.49,3,0.75,DESERCION_PROBABLE
5,4,8,mixto,sabado_domingo,88.3,9.2,5.0,1,95.0,4,31.2,0,2,0,2,7.6,6.28,1,0.25,EN_RIESGO
9,3,8,sin_trabajo,noche,80.5,8.9,5.0,6,89.7,4,7.5,1,1,1,1,3.82,3.54,2,0.67,DESERCION_PROBABLE
1,2,12,mixto,noche,41.9,7.3,5.0,0,41.9,1,34.9,1,4,0,2,0.93,6.65,2,1.0,DESERCION_PROBABLE
5,4,9,sin_trabajo,noche,61.9,6.6,5.0,3,59.3,2,9.1,1,1,1,1,3.85,1.82,3,0.75,DESERCION_PROBABLE
10,4,10,mixto,noche,58.9,10.5,5.0,2,67.3,3,29.6,0,5,0,2,7.87,2.0,1,0.25,RIESGO_ALTO
5,3,10,presencial,noche,61.6,8.1,5.0,3,52.4,2,31.0,1,5,1,0,5.87,6.33,1,0.33,RIESGO_ALTO
5,3,12,presencial,noche,55.6,8.8,5.0,0,72.2,3,3.4,0,1,0,0,5.43,5.54,2,0.67,RIESGO_ALTO
3,3,10,remoto,noche,75.0,8.5,5.0,2,83.0,3,12.9,1,5,0,0,4.37,6.89,2,0.67,RIESGO_ALTO
8,4,10,mixto,noche,65.2,5.2,5.0,4,57.5,3,36.5,1,5,0,1,6.0,5.59,2,0.5,DESERCION_PROBABLE
5,3,9,remoto,sabado_domingo,73.1,5.2,5.0,0,80.6,3,41.4,1,4,0,0,6.77,7.22,1,0.33,EN_RIESGO
1,3,10,presencial,sabado_domingo,43.7,10.6,5.0,0,44.5,2,32.4,0,1,1,2,6.46,3.82,1,0.33,DESERCION_PROBABLE
9,2,4,presencial,sabado_domingo,72.1,9.3,5.0,6,74.1,3,11.9,1,2,1,0,2.78,4.31,1,0.5,RIESGO_ALTO
8,4,8,presencial,noche,65.4,9.4,5.0,4,74.2,3,25.5,1,2,1,1,6.58,6.0,2,0.5,RIESGO_ALTO
